date,population,admission,release,los_1_day,los_2-3_days,los_4-7_days,los_8-14_days,los_15-30_days,los_31-60_days,los_61-90_days,los_91-182_days,los_183-365_days,los_365+_days
2020-03-25,103424.28943731007,1298.9263778627467,2510.9830464645543,411,131,192,267,394,274,59,0,0,0
2020-03-26,101973.01848299397,1059.7120921484611,2270.190982972491,344,164,139,217,382,246,41,0,0,0
2020-03-27,100853.49673502709,1150.669235005604,2131.5243163058244,372,166,100,187,323,216,43,0,0,0
2020-03-28,99808.05832039352,1086.0859016722707,806.8233062048141,228,64,30,40,83,36,13,0,0,0
2020-03-29,100016.69515828523,1015.460144096513,851.8657304472384,261,83,36,43,51,50,8,0,0,0
2020-03-30,100003.63199617693,838.8025683389372,2074.5879526694607,328,375,160,139,234,223,49,0,0,0
2020-03-31,98947.96883406863,1018.9247905611595,1966.7570347950646,309,131,128,101,292,228,72,0,0,0
2020-04-01,98053.40983862699,1072.19803935343,2268.326479239509,362,155,163,149,331,205,81,0,0,0
2020-04-02,96865.73973207425,1080.6563726867635,1952.8502887633185,314,144,107,128,310,232,61,1,0,0
2020-04-03,96138.69958583896,1054.810142528033,1822.7805917936214,354,130,104,111,254,248,55,3,0,0
2020-04-04,95272.07459111883,956.1555970734877,822.8917029047326,228,63,32,43,69,49,11,0,0,0
2020-04-05,95276.67181862092,827.488930406821,805.5250362380659,205,66,29,28,54,64,21,0,0,0
2020-04-06,95217.00237945635,745.8555970734877,1774.684758460288,268,274,161,82,189,219,46,6,0,0
2020-04-07,94413.98571806954,971.6680970734877,1674.2958695713992,290,131,142,91,181,212,66,6,0,0
2020-04-08,93729.35794557162,989.6680970734877,1641.4469672141663,353,125,121,84,159,201,73,10,0,0
2020-04-09,93110.2286479754,1022.3176696179441,1849.4498532212372,298,138,87,109,189,204,77,5,0,0
2020-04-10,92490.72274160605,1229.9439468518856,1448.8334307548148,310,124,76,67,124,145,45,5,0,0
2020-04-11,92260.17144451631,1218.2821336650723,639.0828144729484,240,65,24,22,31,45,14,3,0,0
2020-04-12,92562.99044865312,941.9018186097574,692.3987235638575,254,110,24,20,22,46,10,4,0,0
2020-04-13,92687.35414975963,816.7624246703633,1807.6929770745744,314,354,178,90,128,186,84,11,0,0
2020-04-14,91882.08438819059,1002.4232155055445,1628.4770679836654,350,137,139,98,127,224,80,14,0,0
2020-04-15,91293.58811147005,1039.9807912631202,1595.6354013169987,331,135,118,93,127,205,76,13,0,0
2020-04-16,90774.4168347495,1076.4641245964535,1588.2298457614431,359,175,89,75,120,214,69,17,0,0
2020-04-17,90302.48028025118,1116.2932912631202,1528.882623539221,404,130,88,63,109,229,59,10,0,0
2020-04-18,89957.66872575285,1184.071069040898,710.4715124281098,294,50,35,27,19,66,18,2,0,0
2020-04-19,90207.06967125453,959.8724579297868,752.8881790947764,247,95,24,27,19,66,23,2,0,0
2020-04-20,90333.26228342288,879.0807912631202,1665.6435523251496,342,339,143,89,97,159,71,16,0,0
2020-04-21,89870.44250820384,1202.823777106106,1554.4358869513078,408,136,140,97,94,181,75,13,0,0
2020-04-22,89529.30561113605,1213.2989898835247,1466.316767182188,394,148,133,94,86,150,76,16,0,0
2020-04-23,89301.57946442901,1158.5906204751552,1441.9344439498648,389,150,109,82,97,145,83,18,0,0
2020-04-24,89088.58733648101,1228.942316001851,1510.2886737023282,443,177,97,89,75,161,79,23,0,0
2020-04-25,88955.77476873487,1377.4761059561888,750.9981822493368,348,79,38,31,26,59,23,5,0,0
2020-04-26,89324.54115398019,1119.7645674946502,774.9572731584276,301,98,30,28,23,35,30,9,0,0
2020-04-27,89499.34541801337,949.7615371916199,1734.9244310005854,366,411,139,97,107,122,90,24,0,0
2020-04-28,88990.07065551754,1225.6496685047514,1554.1865522127066,359,163,154,98,97,129,73,28,0,0
2020-04-29,88798.0432956191,1362.159192314275,1703.314054606775,393,153,125,122,100,127,83,20,0,0
2020-04-30,88384.49267369126,1289.763432678934,1639.4807212734418,397,219,93,137,101,138,82,22,0,0
2020-05-01,88058.15038509676,1313.138432678934,1529.7164119268743,422,171,113,113,86,121,73,26,0,0
2020-05-02,87856.9892448342,1328.5552716643213,807.8676939781564,357,90,46,41,30,41,32,8,0,0
2020-05-03,88246.09391653746,1196.9723656814153,804.056429156022,349,105,48,20,19,34,26,10,0,0
2020-05-04,88529.81630892583,1087.778821544393,1800.417479217072,413,448,184,98,89,96,116,27,0,0
2020-05-05,88143.59901877452,1414.2001890657605,1529.8133125504055,421,168,158,108,89,94,90,29,0,0
2020-05-06,87989.84006195655,1376.054355732427,1367.777598264691,411,166,115,79,79,98,84,18,0,0
2020-05-07,88086.33759864506,1464.2751349532064,1605.078031165124,437,183,134,141,101,125,83,43,0,0
2020-05-08,88547.45142321236,1499.191855732427,1586.5302336461057,542,224,102,103,84,83,71,28,0,0
2020-05-09,88423.32609913762,1462.404909571353,780.3635669794389,341,110,39,37,30,25,22,10,0,0
2020-05-10,88890.61744172953,1247.654909571353,779.352145068017,339,135,36,31,28,18,23,3,0,0
2020-05-11,89239.70808502074,1128.4427883592318,2409.581250684623,473,413,262,122,103,100,122,57,0,0
2020-05-12,88679.84938460011,1849.7225502639938,1655.9083680117399,453,139,224,96,102,76,110,37,0,0
2020-05-13,88510.04507423387,1486.1040576455011,1690.449241027613,495,192,217,123,90,79,107,36,0,0
2020-05-14,88461.72687497875,1642.1310417724853,1592.089101167473,478,182,151,115,107,98,89,43,0,0
2020-05-15,88508.87271168765,1639.2349378763813,1605.9224345008065,557,196,111,118,95,77,83,49,0,0
2020-05-16,88697.11703324504,1794.1667560581996,894.4763306047025,424,97,52,42,31,28,24,6,0,0
2020-05-17,89146.89577038685,1344.2550677465113,941.2327408611128,358,142,51,53,31,20,31,14,0,0
2020-05-18,89420.607840862,1214.9448113362548,2022.0719221476625,465,493,254,137,88,83,95,39,0,0
2020-05-19,88986.68102244825,1588.1451037339157,1760.0600173857576,480,154,240,155,93,88,104,57,0,0
2020-05-20,89059.67087070117,1833.0498656386776,1839.928848554589,529,204,168,148,109,84,126,74,0,0
2020-05-21,91121.09426873764,1676.3522465910585,1881.2117753500156,510,237,148,147,118,112,153,82,0,0
2020-05-22,91078.59422077566,1838.7117273880392,1756.0829291961695,579,294,128,151,131,103,103,83,0,0
2020-05-23,91194.57494204445,1872.0636504649624,973.0653967286371,439,99,51,42,48,18,23,18,0,0
2020-05-24,91822.65609621369,1601.1465508978629,1063.5718069850473,477,135,68,31,45,11,19,14,0,0
2020-05-25,92150.28639568205,1391.2021064534183,982.4384736517139,295,138,59,39,40,13,22,6,0,0
2020-05-26,92522.55479038852,1354.7068683581801,2227.9968069850474,408,416,389,121,162,82,75,50,0,0
2020-05-27,92112.70803357984,1818.1500501763621,1753.3524135156538,574,165,210,126,148,76,85,56,0,0
2020-05-28,92155.20339522994,1795.8477751657538,2062.689226702467,551,314,171,184,201,95,67,67,0,0
2020-05-29,92027.88828401956,1935.374115492094,1931.8082743215148,604,296,144,135,159,112,65,73,0,0
2020-05-30,91998.26364899967,1902.1836393016179,999.6832743215147,508,113,60,33,59,15,23,28,0,0
2020-05-31,92456.73901397976,1458.1586393016178,1016.8975600358003,410,132,51,34,69,23,27,33,0,0
2020-06-01,92738.64295038844,1298.8014964444749,2200.444928456853,485,510,309,142,160,68,63,73,0,0
2020-06-02,92141.86618504273,1603.6681631111417,1860.0358375477622,502,201,250,128,149,83,68,86,0,0
2020-06-03,92006.8671974748,1725.0368499798285,2195.744170881095,551,209,222,213,208,123,86,135,0,0
2020-06-04,91776.42383761248,1965.3008110187895,1766.110153174664,581,216,169,115,159,91,46,77,0,0
2020-06-05,91736.99559710841,1726.681912670581,2015.8244388889495,563,256,164,171,204,97,55,91,0,0
2020-06-06,91856.87688041385,2135.7057221943905,933.3395904041012,498,99,60,45,54,18,10,25,0,0
2020-06-07,92481.48543644656,1557.9481464368146,1156.9265867410975,510,151,95,68,112,49,11,23,0,0
2020-06-08,94815.99875438404,1334.439904678573,2456.144515752505,557,590,323,249,382,212,65,104,0,0
2020-06-09,94491.00524396468,2048.1510053331517,2738.87027851915,564,202,289,175,165,102,85,168,0,0
2020-06-10,95306.30172133532,2655.166755889785,2377.9954567760074,688,253,258,164,192,111,50,142,0,0
2020-06-11,95237.54335850799,2309.2370939486723,2456.8660450113016,670,329,194,198,207,108,62,131,0,0
2020-06-12,95221.39381921006,2440.7165057133784,2065.1966235236982,704,322,149,157,158,88,48,92,0,0
2020-06-13,95165.10585016006,2008.9086544737088,959.0501588772337,395,162,78,56,47,27,11,24,0,0
2020-06-14,95880.7401033323,1674.6844120494663,974.1057144327892,431,170,70,52,47,26,12,26,0,0
2020-06-15,96430.48546761565,1523.851078716133,2426.9044157314906,563,536,312,173,168,118,60,117,0,0
2020-06-16,96043.43645960462,2039.8554077204622,2242.6544157314906,580,282,351,186,159,121,47,116,0,0
2020-06-17,96083.00967381582,2134.2276299426844,2174.6544157314906,596,257,290,200,182,116,55,108,0,0
2020-06-18,96010.29717374129,2101.94191565697,2206.7621452000894,624,310,219,219,193,130,60,112,0,0
2020-06-19,96076.77452873923,2273.239500198033,2287.7621452000894,714,330,202,204,154,110,48,110,0,0
2020-06-20,96046.75188373718,2257.739500198033,947.9911661791106,453,143,84,62,49,21,7,28,0,0
2020-06-21,96692.1080266139,1593.3473090558416,877.9911661791106,406,156,75,47,34,21,14,28,0,0
2020-06-22,97400.46416949065,1586.3473090558416,2541.782832845777,659,605,318,194,145,128,48,128,0,0
2020-06-23,97026.60556877762,2167.9242321327647,2280.4396399275843,564,272,373,245,205,141,52,109,0,0
2020-06-24,96999.91992288757,2253.753994037527,3283.9396399275843,630,327,297,214,233,163,72,165,0,0
2020-06-25,96818.23427699751,3102.253994037527,2441.8895888550614,611,338,215,235,269,131,41,157,0,0
2020-06-26,96777.22409359753,2400.879405455073,2070.462095942452,649,358,217,204,164,111,38,76,0,0
2020-06-27,96916.32847818648,2209.5664805314123,1026.962095942452,445,139,91,60,67,42,13,44,0,0
2020-06-28,97527.26619610877,1637.8998138647455,935.2802777606338,382,179,66,49,62,21,5,21,0,0
2020-06-29,98099.80997463713,1507.8240562889878,2432.8971706716443,568,573,361,178,189,117,46,112,0,0
2020-06-30,97683.3835420041,2016.4707380386108,2145.7721706716443,541,272,352,205,178,133,51,108,0,0
2020-07-01,97711.24877603773,2173.6374047052773,2504.6760168254905,609,292,332,246,251,182,57,136,0,0
2020-07-02,97395.41016391752,2188.8374047052775,2288.782077431551,660,315,247,209,239,139,49,129,0,0
2020-07-03,97199.81397603973,2093.185889553762,1195.1154107648845,464,190,135,97,94,51,16,42,0,0
2020-07-04,97736.8844548286,1732.1858895537623,850.1154107648845,419,134,64,38,42,28,7,20,0,0
2020-07-05,98586.32993361748,1699.5608895537623,925.6154107648845,447,184,60,43,47,20,11,19,0,0
2020-07-06,99301.69848932944,1640.9839664768392,2712.211370360844,646,613,453,222,197,156,56,109,0,0
2020-07-07,98825.35492382928,2235.8678048606776,2612.891370360844,540,319,404,255,323,161,84,178,2,0
2020-07-08,98822.6613583291,2610.1978048606775,2733.85565607513,597,274,287,228,308,228,106,246,8,0
2020-07-09,99861.50350711466,3772.6978048606775,2500.411211630685,669,372,221,255,277,170,69,158,5,0
2020-07-10,99792.95676701132,2431.8644715273444,2122.0576762771498,656,340,181,178,219,154,40,102,3,0
2020-07-11,99827.6322491302,2156.7331583960313,936.95767627715,412,175,86,53,55,31,10,23,1,0
2020-07-12,100600.20773124907,1709.533158396031,941.95767627715,403,187,87,58,51,35,19,19,0,0
2020-07-13,101254.78321336796,1596.533158396031,3189.6349490044227,636,636,476,209,257,213,95,165,12,0
2020-07-14,100701.94960457775,2636.801340214213,2290.3311028505764,587,256,398,186,238,163,58,120,3,0
2020-07-15,100857.55984194139,2445.941340214213,2398.2199917394655,692,284,343,250,237,149,63,106,3,0
2020-07-16,100900.17007930503,2440.830229103102,2388.2391794145356,685,342,269,258,253,178,56,101,1,0
2020-07-17,100786.86701134653,2274.936111456043,2289.7391794145356,695,383,221,216,241,141,56,108,4,0
2020-07-18,100746.06394338804,2248.936111456043,943.1836238589799,418,136,92,59,61,43,17,24,0,0
2020-07-19,101547.14976431843,1744.2694447893764,949.3364016367576,447,174,76,72,50,35,14,21,1,0
2020-07-20,102142.97169635993,1545.1583336782653,3155.6013785952828,669,704,482,319,282,207,99,138,10,0
2020-07-21,101682.14904314799,2694.7787253833344,1693.260469504374,494,179,263,166,158,119,32,64,2,0
2020-07-22,101670.62638993605,1681.7378162924254,2353.7366599805646,471,449,291,242,257,179,53,104,7,0
2020-07-23,101665.55611767647,2348.6663877209967,2786.0515950454997,712,340,275,309,389,233,73,146,5,0
2020-07-24,101566.14277182383,2686.638249192858,1879.3849283788327,607,255,187,162,164,128,31,67,3,0
2020-07-25,101670.89609263786,1984.1382491928582,995.2631335070379,405,179,87,60,68,43,11,29,2,0
2020-07-26,102455.25197755445,1779.6190184236275,978.784112528017,437,183,56,55,63,33,9,27,4,0
2020-07-27,103045.73024009341,1569.262375066984,2746.125021618926,586,626,408,229,241,197,56,87,7,0
2020-07-28,102355.95850263238,2056.353284157893,2309.124204625462,569,291,311,225,269,208,56,108,4,0
2020-07-29,102349.47843183801,2302.6441338310956,2376.26602280728,662,304,259,232,272,208,79,92,5,0
2020-07-30,102267.77108831638,2294.558679285641,2392.01602280728,641,295,233,251,282,217,82,106,13,0
2020-07-31,102276.56374479474,2400.808679285641,2349.929118045375,692,343,187,220,252,180,64,97,11,0
2020-08-01,102340.51830603501,2413.8836792856414,1053.6791180453754,470,170,81,83,81,40,15,16,4,0
2020-08-02,102993.22286727527,1706.3836792856412,1071.1791180453754,438,193,71,82,81,67,19,18,0,0
2020-08-03,103660.92742851554,1738.8836792856412,2708.7624513787086,679,647,331,199,250,172,74,103,18,0
2020-08-04,103120.29865642247,2168.1336792856414,2455.3874513787086,601,289,346,217,283,225,95,137,16,0
2020-08-05,102957.0448843294,2292.1336792856414,2349.145784712042,689,296,228,201,287,220,80,101,22,0
2020-08-06,103112.757778903,2504.8586792856413,2591.5094210756783,757,346,265,263,324,224,87,128,23,0
2020-08-07,102969.92521893114,2448.676861103823,2386.4185119847693,673,383,209,239,292,187,63,84,12,0
2020-08-08,103119.09265895929,2535.585952012914,1104.935178651436,543,186,75,64,81,51,21,15,5,0
2020-08-09,103793.23509898744,1779.0776186795806,1056.2533604696177,427,234,87,74,70,54,19,35,4,0
2020-08-10,104327.60481174286,1590.6230732250351,2654.053360469618,602,675,380,208,217,194,88,86,15,0
2020-08-11,104025.57452449827,2352.023073225035,3069.9676461839035,690,314,379,255,283,240,110,105,20,0
2020-08-12,104134.37757058702,3178.7706922726543,2266.324789041046,637,250,252,241,228,202,77,103,10,0
2020-08-13,104237.22823572339,2369.175454177416,2495.9156981319557,630,399,231,264,254,244,127,104,14,0
2020-08-14,104207.35162813248,2466.0390905410522,2408.2766176721852,715,394,266,216,249,212,91,102,15,0
2020-08-15,104331.04646713535,2531.9714566750586,1069.8877287832966,513,150,98,77,58,52,26,27,4,0
2020-08-16,105193.63019502712,1932.4714566750586,1154.5227287832965,487,238,66,82,54,39,15,20,3,0
2020-08-17,105816.16392291889,1777.0564566750586,2862.7290779896457,678,670,421,216,223,184,87,81,20,0
2020-08-18,105249.38019049319,2295.9453455639473,2587.065187975809,645,344,394,233,279,246,96,90,25,0
2020-08-19,105259.7594934021,2597.4444908847263,2458.2080451186657,697,304,289,236,270,207,74,92,22,0
2020-08-20,105290.0673677396,2488.515919456155,2528.9423218482257,692,346,234,280,282,246,89,102,16,0
2020-08-21,105387.765179184,2626.640133292633,2416.8410397969437,744,362,221,227,275,199,78,77,22,0
2020-08-22,105600.75273421816,2629.8285948310945,1138.3410397969437,520,150,89,68,66,56,26,25,6,0
2020-08-23,106437.2402892523,1974.8285948310945,1176.999373130277,479,237,88,71,82,45,28,5,8,0
2020-08-24,107016.33617761979,1756.0952614977612,2778.3560599830694,692,671,344,229,220,199,87,92,20,0
2020-08-25,106634.97035584891,2396.990238212191,2742.9560599830693,666,370,405,286,295,229,116,106,29,0
2020-08-26,106975.00453407803,3082.990238212191,2451.347488554498,779,308,279,223,264,211,116,74,20,0
2020-08-27,107038.49585516429,2514.8388096407625,2550.7808218878313,637,380,234,271,312,255,103,89,42,0
2020-08-28,107194.72050958389,2707.005476307429,2617.380821887831,809,430,245,252,290,199,74,70,43,0
2020-08-29,107224.74516400349,2647.405476307429,1081.1808218878311,495,162,90,61,86,54,20,14,8,0
2020-08-30,108226.00315175642,2082.4388096407624,1122.8474885544979,514,225,87,64,72,58,16,12,5,0
2020-08-31,109051.76113950936,1948.6054763074292,3001.722488554498,698,691,444,224,213,216,95,110,25,0
2020-09-01,108562.14412726228,2512.1054763074294,2925.0606528057056,712,351,417,243,301,196,159,136,50,0
2020-09-02,108356.36044834855,2719.27697389197,2697.479700424753,715,322,315,254,342,223,116,96,47,0
2020-09-03,108441.10327737132,2782.2225294475256,2745.778854758791,740,390,263,298,328,244,112,95,38,0
2020-09-04,108403.9972691848,2708.6728465722617,2785.178854758791,828,398,253,247,293,267,119,111,60,0
2020-09-05,108299.19126099827,2680.3728465722616,1150.1788547587912,516,155,89,97,88,61,29,19,16,0
2020-09-06,109151.38525281173,2002.3728465722616,1165.2038547587913,555,220,95,79,56,41,25,21,6,0
2020-09-07,109725.42924462521,1739.2478465722616,1073.5887425982246,445,254,102,77,59,36,29,14,7,0
2020-09-08,110439.29732144458,1787.4568194175981,3163.0887425982246,664,597,607,305,285,217,106,115,43,0
2020-09-09,109854.66539826395,2578.456819417598,2925.5887425982246,690,318,511,298,333,246,117,114,49,0
2020-09-10,109508.03347508333,2565.956819417598,2746.3165203760022,658,335,327,287,318,255,126,113,50,0
2020-09-11,109447.11821856936,2685.4012638620425,2623.8165203760022,726,387,259,255,320,238,107,95,34,0
2020-09-12,109406.86962872207,2583.567930528709,1117.483187042669,484,175,85,98,93,50,36,26,7,0
2020-09-13,110289.28770554144,1999.9012638620425,1108.0395972990793,530,198,64,72,71,43,27,19,8,0
2020-09-14,110971.27244902748,1790.0243407851194,2988.359186043668,633,689,418,286,271,216,120,105,44,0
2020-09-15,110428.83338298972,2445.9201200058988,2679.692519377001,675,352,410,281,298,221,106,101,57,0
2020-09-16,110380.22765028528,2631.0867866725653,2764.692519377001,781,327,326,259,310,257,132,123,50,0
2020-09-17,110154.62191758084,2539.0867866725653,2672.192519377001,670,367,255,245,376,228,138,108,45,0
2020-09-18,110078.01618487641,2595.5867866725653,2610.3463655308474,763,385,330,237,298,206,93,104,44,0
2020-09-19,110043.69891371042,2576.029094364873,1090.3463655308474,490,147,83,66,93,64,44,29,14,0
2020-09-20,110944.88164254445,1991.529094364873,1149.2463655308475,540,206,88,68,76,44,17,23,14,0
2020-09-21,111550.1552804694,1754.520003455782,3021.2463655308475,661,698,465,225,305,206,118,119,61,0
2020-09-22,110946.92891839433,2418.020003455782,2686.301921086403,633,315,371,241,290,240,157,99,54,0
2020-09-23,110804.25811187482,2543.6311145668933,2713.593264600473,671,354,330,255,331,248,148,131,56,0
2020-09-24,110542.17346854867,2451.5086212743245,2660.2642323424084,672,367,249,266,360,265,114,123,39,0
2020-09-25,110371.81242868435,2489.903192478101,2442.2642323424084,724,364,223,195,282,209,95,107,46,0
2020-09-26,110633.95138882005,2704.403192478101,1145.2642323424086,525,152,93,77,104,63,36,29,16,0
2020-09-27,111391.59034895574,1902.903192478101,1128.0499466281228,477,242,76,69,68,49,22,22,9,0
2020-09-28,111956.87216623429,1693.3317639066724,2998.0762624175964,652,716,412,243,229,234,129,153,43,0
2020-09-29,111369.65398351285,2410.858079696146,2701.0762624175964,628,336,395,246,308,256,131,149,53,0
2020-09-30,111170.4358007914,2501.858079696146,2862.15959575093,693,324,359,297,346,322,137,195,79,0
2020-10-01,111221.71761806995,2913.4414130294795,2899.485769577104,778,289,205,202,264,203,81,104,42,0
2020-10-02,110911.60849295754,2589.376644464711,2374.469589998239,639,376,236,207,279,186,84,95,44,0
2020-10-03,110864.06772545165,2326.9288224923444,1111.1362566649059,384,145,87,69,85,73,37,27,6,0
2020-10-04,111449.52695794575,1696.5954891590109,980.7399152014912,344,188,80,60,59,31,22,17,9,0
2020-10-05,111988.74228800084,1519.9552452565717,2638.828400049976,540,570,322,196,209,205,109,132,59,0
2020-10-06,111496.90913320743,2146.9952452565717,2993.328400049976,540,314,382,229,308,295,186,208,85,0
2020-10-07,111241.57597841402,2737.9952452565717,2371.203400049976,570,276,259,188,251,185,104,165,75,0
2020-10-08,111134.49282362063,2264.1202452565717,2432.203400049976,549,335,229,212,287,208,118,147,45,0
2020-10-09,110970.40966882723,2268.1202452565717,2202.5931436397195,587,320,229,207,239,181,96,91,32,0
2020-10-10,111086.34318070048,2318.526655512982,1033.5098103063863,397,133,92,80,60,40,25,17,10,0
2020-10-11,111714.44335924041,1661.6099888463154,1035.224096020672,392,180,78,57,60,41,16,14,8,0
2020-10-12,112208.40068063748,1529.181417417744,2018.162850239714,462,460,285,147,162,144,67,61,17,0
2020-10-13,112056.64305568223,1866.4052252844515,2546.168049486632,482,353,448,193,229,185,101,132,50,0
2020-10-14,111871.89700696926,2361.4220007736612,2445.969113316419,574,283,349,237,243,206,104,119,55,0
2020-10-15,111700.0048589655,2274.076965312668,2373.7607799830857,604,293,264,238,240,214,91,121,52,0
2020-10-16,111563.36271096175,2237.118631979335,2423.7456284679342,665,342,239,304,247,214,90,136,50,0
2020-10-17,111286.40238113982,2146.7852986460016,1035.2193126784607,351,119,101,76,56,48,22,25,4,0
2020-10-18,111819.27538465122,1568.0923161898613,929.052646011794,290,163,64,51,45,40,15,18,10,0
2020-10-19,112388.08172149595,1497.858982856528,2369.1970904562386,540,522,326,172,191,160,90,107,29,0
2020-10-20,112111.2880583407,2092.4034273009725,2392.988757122905,538,308,322,203,242,235,109,140,46,0
2020-10-21,111894.20272851875,2175.9034273009725,2329.1822437129435,576,287,271,190,251,173,119,124,58,0
2020-10-22,111956.31817002168,2391.2976852158745,2404.2527565334562,620,343,216,238,259,211,101,154,46,0
2020-10-23,111842.00361152462,2289.9381980363873,2321.6163928970927,584,345,227,201,251,184,72,113,43,0
2020-10-24,111938.43147726997,2418.044258642448,1098.1163928970925,424,137,87,71,80,58,31,28,6,0
2020-10-25,112455.35934301533,1615.044258642448,1011.6163928970925,358,219,55,55,53,42,23,32,6,0
2020-10-26,112867.28720876068,1423.544258642448,2705.4362127169125,544,619,360,192,237,212,107,160,47,0
2020-10-27,112294.4673267583,2132.6163307145202,2419.9362127169125,520,264,355,185,259,241,125,165,58,0
2020-10-28,111985.1474447559,2110.6163307145202,2588.6001016058012,498,281,310,228,304,218,106,192,86,0
2020-10-29,111573.9525627535,2177.405219603409,2343.539495545195,557,293,225,217,271,222,110,140,50,0
2020-10-30,111390.52824352168,2160.1151763133657,2244.7061622118617,588,328,196,227,236,190,74,113,42,0
2020-10-31,111308.10392428986,2162.2818429800323,1022.1145106692121,404,138,70,62,67,42,24,25,10,0
2020-11-01,111896.59702792553,1610.6076143048963,1004.4145106692122,370,152,73,58,55,33,24,32,13,0
2020-11-02,112523.19013156122,1631.0076143048962,2431.864510669212,581,576,273,185,197,185,98,113,31,0
2020-11-03,112004.8832351969,1913.5576143048963,2030.8520106692122,541,342,342,251,285,216,109,147,45,0
2020-11-04,111931.95758883259,1957.9263643048962,2164.352010669212,382,187,164,143,179,150,72,105,35,0
2020-11-05,111737.03194246827,1969.4263643048962,2321.6853440025457,625,222,247,216,259,233,86,109,49,0
2020-11-06,111752.82058181823,2337.4739833525155,2297.4353440025457,630,296,198,209,279,242,93,104,40,0
2020-11-07,111776.10922116821,2320.7239833525155,1074.1853440025454,436,152,70,62,63,59,25,38,11,0
2020-11-08,112403.77286051818,1701.8489833525152,1028.3853440025455,366,197,67,64,60,51,26,24,7,0
2020-11-09,112799.43649986814,1424.0489833525153,2489.4776981127866,459,615,342,179,199,184,93,114,37,0
2020-11-10,112378.09227000429,2068.1334682489255,2381.4499203350088,506,280,324,219,289,207,114,138,53,0
2020-11-11,112274.13692902931,2277.494579360037,1211.040829425918,369,144,150,82,110,84,35,55,13,0
2020-11-12,112725.49976987252,1662.4036702691276,2387.8265437116324,448,434,241,205,290,234,111,134,40,0
2020-11-13,112455.36261071573,2117.689384554842,2390.293210378299,614,370,263,219,237,220,109,143,50,0
2020-11-14,112376.29211822561,2311.2227178881753,1064.293210378299,359,95,94,71,68,55,21,33,17,0
2020-11-15,112838.72162573549,1526.722717888175,966.543210378299,318,165,59,60,68,47,35,33,12,0
2020-11-16,113283.77613324537,1411.597717888175,2547.0765437116324,471,569,322,197,258,209,126,132,46,0
2020-11-17,112684.63064075523,1947.9310512215086,2404.0765437116324,531,299,330,204,233,258,120,151,43,0
2020-11-18,112424.48514826511,2143.9310512215084,2276.5765437116324,521,220,236,213,311,199,125,133,66,0
2020-11-19,112059.839655775,1911.9310512215086,2482.8864300091773,470,296,228,251,334,270,145,179,66,0
2020-11-20,111882.15147312729,2305.1982473614817,2325.4582003441055,581,276,234,218,273,218,115,124,45,0
2020-11-21,111729.6945504477,2173.0012776645117,1096.6889695748748,436,162,60,67,81,63,27,27,5,0
2020-11-22,112226.57096110145,1593.5653802286142,1028.6889695748748,358,171,75,60,69,55,30,27,10,0
2020-11-23,112634.44737175517,1436.5653802286142,2516.365480173973,490,550,304,177,218,212,116,114,49,0
2020-11-24,112101.16318690687,1983.0812953256534,2368.773027343784,543,271,337,192,253,212,99,160,47,0
2020-11-25,111689.27632910256,1956.8861695394899,2316.35418582785,572,292,325,162,269,175,99,137,47,0
2020-11-26,111187.88654278837,1814.96439951365,908.3541858278497,325,114,74,59,63,58,13,27,4,0
2020-11-27,111521.49675647417,1241.96439951365,1419.187519161183,401,262,133,126,140,89,42,50,19,0
2020-11-28,112298.35697015996,2196.0477328469833,732.0655475655273,400,62,82,73,81,65,30,37,12,0
2020-11-29,112649.69019971878,1083.3987771243435,540.0655475655273,37,24,15,13,8,10,5,10,4,0
2020-11-30,112807.5234292776,697.8987771243436,2345.0068188516047,319,566,425,181,179,161,88,108,41,0
2020-12-01,112205.34215206659,1742.825541640595,2410.002273397059,482,208,373,234,280,265,128,131,63,0
2020-12-02,111820.5426930374,2025.2028143678676,2228.515786910573,507,216,202,202,271,223,88,129,46,0
2020-12-03,111693.53264842262,2101.5057422957957,2311.029041317373,569,261,141,243,270,237,117,157,65,0
2020-12-04,111378.80635760157,1996.3027504963236,2368.523352599083,550,266,161,154,271,205,112,121,44,0
2020-12-05,111292.46344474578,2282.180439743285,1020.7537924138979,374,133,52,70,73,68,24,33,9,0
2020-12-06,111829.32435133442,1557.6146990025445,970.2954590805646,354,201,51,32,61,41,28,23,8,0
2020-12-07,112371.47692458973,1512.4480323358778,2463.9621257472313,514,550,283,132,228,195,100,106,57,0
2020-12-08,111877.00828572383,1969.4934868813323,2427.5050361949925,529,265,310,147,221,223,119,222,88,0
2020-12-09,111452.54897521615,2003.0457256873026,2396.759938155777,548,254,283,173,272,219,151,165,66,0
2020-12-10,111107.42888039473,2051.639843334361,2387.7599381557766,551,266,202,162,296,236,144,188,48,0
2020-12-11,110881.30878557332,2161.639843334361,2210.7043826002214,641,337,190,154,217,196,99,143,41,0
2020-12-12,110754.52202408524,2083.917621112139,1049.898430219269,387,138,72,41,79,59,30,35,10,0
2020-12-13,111285.86502450191,1581.2414306359485,958.0234302192689,349,159,61,45,49,31,24,36,7,0
2020-12-14,111682.3330249186,1354.4914306359485,2590.6150968859356,443,584,336,209,238,212,95,166,62,0
2020-12-15,110926.24269200194,1834.524763969282,2482.1150968859356,496,285,313,219,214,247,140,180,74,0
